"ano","regiao","uf","municipio","gestao 1","gestao 2","gestao 3","gestao 4","gestao 5","gestao 6"
"2017","Norte","AM","1304062",35.1,15.8,19.3,5.3,15.8,8.7
"2017","Norte","AM","1304062",0,45.5,18.2,0,18.2,18.1
"2017","Norte","AM","1304062",43.5,8.7,19.6,6.5,15.2,6.5
"2017","Norte","AM","1304104",45.1,11,22,14.6,6.1,1.2
"2017","Norte","AM","1304104",0,40,20,0,20,20
"2017","Norte","AM","1304104",48.1,9.1,22.1,15.6,5.1,0
"2017","Norte","AM","1304203",11.9,7.1,10.7,21.4,41.7,7.2
"2017","Norte","AM","1304203",6.3,18.8,43.8,0,0,31.1
"2017","Norte","AM","1304203",13.2,4.4,2.9,26.5,51.5,1.5
"2017","Norte","AM","1304237",14,14,22,8,38,4
"2017","Norte","AM","1304237",0,12.5,12.5,25,37.5,12.5
"2017","Norte","AM","1304237",16.7,14.3,23.8,4.8,38.1,2.3
"2017","Norte","AM","1304260",34.8,19.6,13,10.9,21.7,0
"2017","Norte","AM","1304260",20,40,20,0,20,0
"2017","Norte","AM","1304260",36.6,17.1,12.2,12.2,21.9,0
"2017","Norte","AM","1304302",27.6,27.6,27.6,6.9,10.3,0
"2017","Norte","AM","1304302",0,20,60,0,20,0
"2017","Norte","AM","1304302",33.3,29.2,20.8,8.3,8.4,0
"2017","Norte","AM","1304401",37.9,13.8,20.7,10.3,17.3,0
"2017","Norte","AM","1304401",0,25,50,0,25,0
"2017","Norte","AM","1304401",44,12,16,12,16,0
"2017","Norte","RR","1400027",70.8,16.7,12.5,0,0,0
"2017","Norte","RR","1400027",50,50,0,0,0,0
"2017","Norte","RR","1400027",72.7,13.6,13.7,0,0,0
"2017","Norte","RR","1400050",66.7,22.2,5.6,5.5,0,0
"2017","Norte","RR","1400050",0,100,0,0,0,0
"2017","Norte","RR","1400050",75,12.5,6.3,6.2,0,0
"2017","Norte","RR","1400100",30.7,43.9,19.3,0,4.4,1.7
"2017","Norte","RR","1400100",35.1,36.1,21.6,0,5.2,2
"2017","Norte","RR","1400100",5.9,88.2,5.9,0,0,0
"2017","Norte","RR","1400159",35.3,29.4,35.3,0,0,0
"2017","Norte","RR","1400159",0,33.3,66.7,0,0,0
"2017","Norte","RR","1400159",42.9,28.6,28.5,0,0,0
"2017","Norte","RR","1400175",70.6,20.6,8.8,0,0,0
"2017","Norte","RR","1400175",0,100,0,0,0,0
"2017","Norte","RR","1400175",72.7,18.2,9.1,0,0,0
"2017","Norte","RR","1400209",36.4,22.7,40.9,0,0,0
"2017","Norte","RR","1400209",0,33.3,66.7,0,0,0
"2017","Norte","RR","1400209",50,18.8,31.2,0,0,0
"2017","Norte","RR","1400233",64.3,28.6,7.1,0,0,0
"2017","Norte","RR","1400233",0,50,50,0,0,0
"2017","Norte","RR","1400233",75,25,0,0,0,0
